,Year,State,Producer Type,Energy Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
38447,2015,NY,Electric Generators Independent Power Producers,Hydroelectric,297,131,1076.30,1001.00
38448,2015,NY,Electric Generators Independent Power Producers,Natural Gas,136,31,14565.30,12765.50
38449,2015,NY,Electric Generators Independent Power Producers,Nuclear,6,5,5708.10,5397.60
38450,2015,NY,Electric Generators Independent Power Producers,Other,1,1,20,20
38451,2015,NY,Electric Generators Independent Power Producers,Other Biomass,100,24,296.8,274.9
38452,2015,NY,Electric Generators Independent Power Producers,Petroleum,35,11,2492.20,2219.20
38453,2015,NY,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,26,24,79.9,79.9
38454,2015,NY,Electric Generators Independent Power Producers,Wind,25,21,1747.70,1743.60
38455,2015,NY,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,3,3,131.2,114.1
38457,2015,NY,Industrial Power,Coal,7,1,132.9,132.1
38458,2015,NY,Industrial Power,Hydroelectric,12,4,14.3,13.5
38459,2015,NY,Industrial Power,Natural Gas,11,4,35.8,33.1
38460,2015,NY,Industrial Power,Petroleum,2,1,1.6,1.6
38461,2015,NY,Industrial Power,Wind,2,1,3.4,3.4
38462,2015,NY,Industrial Power,Wood and Wood Derived Fuels,2,2,71.1,64
38464,2015,NY,Total Electric Power Industry,Coal,17,6,2249.70,2129.60
38465,2015,NY,Total Electric Power Industry,Hydroelectric,392,160,4671.70,4711.60
38466,2015,NY,Total Electric Power Industry,Natural Gas,297,90,23325.60,20696.30
38467,2015,NY,Total Electric Power Industry,Nuclear,6,5,5708.10,5397.60
38468,2015,NY,Total Electric Power Industry,Other,1,1,20,20
38469,2015,NY,Total Electric Power Industry,Other Biomass,109,31,430,378.1
38470,2015,NY,Total Electric Power Industry,Petroleum,112,42,3838.70,3484.20
38471,2015,NY,Total Electric Power Industry,Pumped Storage,16,2,1240.00,1406.10
38472,2015,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,27,25,81.1,81.1
38473,2015,NY,Total Electric Power Industry,Wind,27,22,1751.10,1747.00
38474,2015,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,6,6,223.4,197.1
38476,2015,OH,Combined Heat and Power Electric Power,Natural Gas,7,1,26.1,23.4
38477,2015,OH,Combined Heat and Power Electric Power,Other Gases,2,2,134,100
38478,2015,OH,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,2,1,7.2,7.2
38480,2015,OH,Commercial Power,Natural Gas,8,4,61.8,59.5
38481,2015,OH,Commercial Power,Other Biomass,3,1,1.8,1.8
38482,2015,OH,Commercial Power,Petroleum,3,2,5.4,5.1
38483,2015,OH,Commercial Power,Solar Thermal and Photovoltaic,1,1,2,2
38484,2015,OH,Commercial Power,Wood and Wood Derived Fuels,2,1,4,4
38486,2015,OH,Electric Generators Electric Utilities,Coal,21,6,4353.40,4019.50
38487,2015,OH,Electric Generators Electric Utilities,Hydroelectric,13,4,81.2,81.9
38488,2015,OH,Electric Generators Electric Utilities,Natural Gas,69,22,4437.40,3681.30
38489,2015,OH,Electric Generators Electric Utilities,Other,2,1,4,4
38490,2015,OH,Electric Generators Electric Utilities,Other Biomass,2,1,12,8.4
38491,2015,OH,Electric Generators Electric Utilities,Petroleum,109,44,325.2,304.8
38492,2015,OH,Electric Generators Electric Utilities,Solar Thermal and Photovoltaic,3,3,6.7,6.3
38493,2015,OH,Electric Generators Electric Utilities,Wind,4,1,7.2,7.2
38495,2015,OH,Electric Generators Independent Power Producers,Coal,20,7,11971.70,11212.00
38496,2015,OH,Electric Generators Independent Power Producers,Hydroelectric,2,1,47.4,20
38497,2015,OH,Electric Generators Independent Power Producers,Natural Gas,44,10,6506.70,5831.20
38498,2015,OH,Electric Generators Independent Power Producers,Nuclear,2,2,2236.80,2134.00
38499,2015,OH,Electric Generators Independent Power Producers,Other,2,2,24,24
38500,2015,OH,Electric Generators Independent Power Producers,Other Biomass,64,10,82,81.6
38501,2015,OH,Electric Generators Independent Power Producers,Petroleum,20,10,540.2,472
38502,2015,OH,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,9,9,33.1,32.7
38503,2015,OH,Electric Generators Independent Power Producers,Wind,4,4,405.4,405.4
38505,2015,OH,Industrial Power,Coal,4,4,49.7,28.4
38506,2015,OH,Industrial Power,Natural Gas,4,1,4.7,4.7
38507,2015,OH,Industrial Power,Other Biomass,4,3,3.2,3.2
38508,2015,OH,Industrial Power,Other Gases,8,2,88.5,87.1
38509,2015,OH,Industrial Power,Petroleum,1,1,6,6
38510,2015,OH,Industrial Power,Solar Thermal and Photovoltaic,1,1,2.2,1.7
38511,2015,OH,Industrial Power,Wind,9,5,19,19
38512,2015,OH,Industrial Power,Wood and Wood Derived Fuels,5,2,69.3,31.7
38514,2015,OH,Total Electric Power Industry,Coal,45,17,16374.80,15259.90
38515,2015,OH,Total Electric Power Industry,Hydroelectric,15,5,128.6,101.9
38516,2015,OH,Total Electric Power Industry,Natural Gas,132,38,11036.70,9600.10
38517,2015,OH,Total Electric Power Industry,Nuclear,2,2,2236.80,2134.00
38518,2015,OH,Total Electric Power Industry,Other,4,3,28,28
38519,2015,OH,Total Electric Power Industry,Other Biomass,73,15,99,95
38520,2015,OH,Total Electric Power Industry,Other Gases,10,4,222.5,187.1
38521,2015,OH,Total Electric Power Industry,Petroleum,133,57,876.8,787.9
38522,2015,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,14,14,44,42.7
38523,2015,OH,Total Electric Power Industry,Wind,17,10,431.6,431.6
38524,2015,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,9,4,80.5,42.9
38526,2015,OK,Combined Heat and Power Electric Power,Coal,2,1,350,320
38527,2015,OK,Combined Heat and Power Electric Power,Natural Gas,2,1,122.4,111.4
38529,2015,OK,Commercial Power,Natural Gas,7,2,24.8,25.2
38530,2015,OK,Commercial Power,Petroleum,1,1,1.8,1.8
38532,2015,OK,Electric Generators Electric Utilities,Coal,10,5,5380.00,4920.50
38533,2015,OK,Electric Generators Electric Utilities,Hydroelectric,32,10,814.9,861.6
38534,2015,OK,Electric Generators Electric Utilities,Natural Gas,84,22,11362.20,10040.00
38535,2015,OK,Electric Generators Electric Utilities,Petroleum,27,11,71,65.1
38536,2015,OK,Electric Generators Electric Utilities,Pumped Storage,6,1,259.2,258
38537,2015,OK,Electric Generators Electric Utilities,Solar Thermal and Photovoltaic,1,1,2.5,2.5
38538,2015,OK,Electric Generators Electric Utilities,Wind,3,3,448.2,448.2
38540,2015,OK,Electric Generators Independent Power Producers,Natural Gas,18,3,3487.90,3047.80
38541,2015,OK,Electric Generators Independent Power Producers,Other Biomass,2,1,3.2,2.8
38542,2015,OK,Electric Generators Independent Power Producers,Wind,36,33,4563.90,4553.20
38544,2015,OK,Industrial Power,Coal,3,1,114,86
38545,2015,OK,Industrial Power,Natural Gas,6,2,12.3,10.1
38546,2015,OK,Industrial Power,Other Biomass,1,1,16.8,15.6
38547,2015,OK,Industrial Power,Petroleum,3,1,7.5,7.5
38548,2015,OK,Industrial Power,Wood and Wood Derived Fuels,1,1,68,57.8
38550,2015,OK,Total Electric Power Industry,Coal,15,7,5844.00,5326.50
38551,2015,OK,Total Electric Power Industry,Hydroelectric,32,10,814.9,861.6
38552,2015,OK,Total Electric Power Industry,Natural Gas,117,30,15009.60,13234.50
38553,2015,OK,Total Electric Power Industry,Other Biomass,3,2,20,18.4
38554,2015,OK,Total Electric Power Industry,Petroleum,31,13,80.3,74.4
38555,2015,OK,Total Electric Power Industry,Pumped Storage,6,1,259.2,258
38556,2015,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,2.5,2.5
38557,2015,OK,Total Electric Power Industry,Wind,39,36,5012.10,5001.40
38558,2015,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,1,1,68,57.8
38560,2015,OR,Combined Heat and Power Electric Power,Natural Gas,7,2,1122.70,954
38561,2015,OR,Combined Heat and Power Electric Power,Other Biomass,4,2,6.4,6.4
38562,2015,OR,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,2,2,15,15.3
38564,2015,OR,Commercial Power,Natural Gas,4,2,17.5,14.7
38565,2015,OR,Commercial Power,Other Biomass,4,2,4.8,4.5
38567,2015,OR,Electric Generators Electric Utilities,Coal,1,1,642.2,585
38568,2015,OR,Electric Generators Electric Utilities,Geothermal,1,1,3.7,1.8
38569,2015,OR,Electric Generators Electric Utilities,Hydroelectric,166,47,8371.00,8454.20
38570,2015,OR,Electric Generators Electric Utilities,Natural Gas,27,6,1883.50,1591.10
38571,2015,OR,Electric Generators Electric Utilities,Other,1,1,5,5
38572,2015,OR,Electric Generators Electric Utilities,Other Biomass,10,3,9.8,9.6
38573,2015,OR,Electric Generators Electric Utilities,Solar Thermal and Photovoltaic,2,2,3.7,3.7
38574,2015,OR,Electric Generators Electric Utilities,Wind,4,2,550.2,550.2
38576,2015,OR,Electric Generators Independent Power Producers,Geothermal,3,1,33,17.7
38577,2015,OR,Electric Generators Independent Power Producers,Hydroelectric,30,18,80,71.2
38578,2015,OR,Electric Generators Independent Power Producers,Natural Gas,7,2,807,715
38579,2015,OR,Electric Generators Independent Power Producers,Other Biomass,23,5,37.1,35.5
38580,2015,OR,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,6,6,15.2,15.2
38581,2015,OR,Electric Generators Independent Power Producers,Wind,34,32,2608.20,2607.20
38582,2015,OR,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,3,1,40,36.5
38584,2015,OR,Industrial Power,Wood and Wood Derived Fuels,22,10,292.4,221.7
38586,2015,OR,Total Electric Power Industry,Coal,1,1,642.2,585
38587,2015,OR,Total Electric Power Industry,Geothermal,4,2,36.7,19.5
38588,2015,OR,Total Electric Power Industry,Hydroelectric,196,65,8451.00,8525.40
38589,2015,OR,Total Electric Power Industry,Natural Gas,45,12,3830.70,3274.80
38590,2015,OR,Total Electric Power Industry,Other,1,1,5,5
38591,2015,OR,Total Electric Power Industry,Other Biomass,41,12,58.1,56
38592,2015,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,8,8,18.9,18.9
38593,2015,OR,Total Electric Power Industry,Wind,38,34,3158.40,3157.40
38594,2015,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,27,13,347.4,273.5
38596,2015,PA,Combined Heat and Power Electric Power,Coal,8,8,631.6,553.9
38597,2015,PA,Combined Heat and Power Electric Power,Natural Gas,10,5,1093.40,1017.30
38598,2015,PA,Combined Heat and Power Electric Power,Other Biomass,3,2,27.3,24
38599,2015,PA,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,1,1,18,16.2
38601,2015,PA,Commercial Power,Coal,2,1,4,0.7
38602,2015,PA,Commercial Power,Natural Gas,17,4,53.3,50.3
38603,2015,PA,Commercial Power,Other Biomass,10,4,46.7,40.4
38604,2015,PA,Commercial Power,Petroleum,2,1,1.1,1.1
38605,2015,PA,Commercial Power,Solar Thermal and Photovoltaic,3,2,4.3,4.3
38607,2015,PA,Electric Generators Electric Utilities,Hydroelectric,2,1,21.7,8.4
38608,2015,PA,Electric Generators Electric Utilities,Natural Gas,7,2,31.2,30.3
38610,2015,PA,Electric Generators Independent Power Producers,Coal,29,14,14427.00,12989.00
38611,2015,PA,Electric Generators Independent Power Producers,Hydroelectric,60,16,897.8,891.2
38612,2015,PA,Electric Generators Independent Power Producers,Natural Gas,89,26,12601.60,11485.70
38613,2015,PA,Electric Generators Independent Power Producers,Nuclear,9,5,10322.40,9719.00
38614,2015,PA,Electric Generators Independent Power Producers,Other,1,1,20,20
38615,2015,PA,Electric Generators Independent Power Producers,Other Biomass,126,27,423,382.3
38616,2015,PA,Electric Generators Independent Power Producers,Petroleum,88,33,2088.70,1605.20
38617,2015,PA,Electric Generators Independent Power Producers,Pumped Storage,11,2,1541.00,1583.00
38618,2015,PA,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,17,15,38.3,34.6
38619,2015,PA,Electric Generators Independent Power Producers,Wind,24,24,1333.70,1333.50
38621,2015,PA,Industrial Power,Coal,9,2,87.9,74.8
38622,2015,PA,Industrial Power,Natural Gas,11,3,198.7,174.9
38623,2015,PA,Industrial Power,Other Biomass,2,1,11.2,9.2
38624,2015,PA,Industrial Power,Other Gases,9,4,116,100.4
38625,2015,PA,Industrial Power,Petroleum,11,4,86.3,86
38626,2015,PA,Industrial Power,Solar Thermal and Photovoltaic,3,3,5.9,3.3
38627,2015,PA,Industrial Power,Wood and Wood Derived Fuels,3,3,126.1,105.2
38629,2015,PA,Total Electric Power Industry,Coal,48,25,15150.50,13618.40
38630,2015,PA,Total Electric Power Industry,Hydroelectric,62,17,919.5,899.6
38631,2015,PA,Total Electric Power Industry,Natural Gas,134,40,13978.20,12758.50
38632,2015,PA,Total Electric Power Industry,Nuclear,9,5,10322.40,9719.00
38633,2015,PA,Total Electric Power Industry,Other,1,1,20,20
38634,2015,PA,Total Electric Power Industry,Other Biomass,141,34,508.2,455.9
38635,2015,PA,Total Electric Power Industry,Other Gases,9,4,116,100.4
38636,2015,PA,Total Electric Power Industry,Petroleum,101,38,2176.10,1692.30
38637,2015,PA,Total Electric Power Industry,Pumped Storage,11,2,1541.00,1583.00
38638,2015,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,23,20,48.5,42.2
38639,2015,PA,Total Electric Power Industry,Wind,24,24,1333.70,1333.50
38640,2015,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,4,4,144.1,121.4
38642,2015,RI,Commercial Power,Natural Gas,5,2,12.4,12.4
38643,2015,RI,Commercial Power,Petroleum,4,1,10,9.6
38644,2015,RI,Commercial Power,Wind,1,1,4.5,4.5
38646,2015,RI,Electric Generators Electric Utilities,Petroleum,5,1,7.7,7.6
38648,2015,RI,Electric Generators Independent Power Producers,Hydroelectric,5,2,2.8,2.7
38649,2015,RI,Electric Generators Independent Power Producers,Natural Gas,19,6,1960.70,1761.70
38650,2015,RI,Electric Generators Independent Power Producers,Other Biomass,9,2,40.4,36.9
38651,2015,RI,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,6,6,10.2,10.2
38652,2015,RI,Electric Generators Independent Power Producers,Wind,2,2,3,3
38654,2015,RI,Total Electric Power Industry,Hydroelectric,5,2,2.8,2.7
38655,2015,RI,Total Electric Power Industry,Natural Gas,24,8,1973.10,1774.10
38656,2015,RI,Total Electric Power Industry,Other Biomass,9,2,40.4,36.9
38657,2015,RI,Total Electric Power Industry,Petroleum,9,2,17.7,17.2
38658,2015,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,6,6,10.2,10.2
38659,2015,RI,Total Electric Power Industry,Wind,3,3,7.5,7.5
38661,2015,SC,Combined Heat and Power Electric Power,Natural Gas,5,2,769.7,629
38662,2015,SC,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,1,1,20.8,16
38664,2015,SC,Commercial Power,Hydroelectric,2,1,1,1
38665,2015,SC,Commercial Power,Natural Gas,4,2,12.2,9.4
38666,2015,SC,Commercial Power,Petroleum,6,2,7.4,7.4
38668,2015,SC,Electric Generators Electric Utilities,Coal,15,7,5864.70,5519.00
38669,2015,SC,Electric Generators Electric Utilities,Hydroelectric,97,22,1337.30,1321.30
38670,2015,SC,Electric Generators Electric Utilities,Natural Gas,53,13,4882.80,4042.60
38671,2015,SC,Electric Generators Electric Utilities,Nuclear,7,4,6875.10,6556.20
38672,2015,SC,Electric Generators Electric Utilities,Other Biomass,18,8,35.5,33.1
38673,2015,SC,Electric Generators Electric Utilities,Petroleum,36,14,696.8,518
38674,2015,SC,Electric Generators Electric Utilities,Pumped Storage,16,3,2581.20,2716.00
38676,2015,SC,Electric Generators Independent Power Producers,Hydroelectric,18,9,25.8,22.8
38677,2015,SC,Electric Generators Independent Power Producers,Natural Gas,5,1,985,850.8
38678,2015,SC,Electric Generators Independent Power Producers,Other Biomass,2,1,3.2,3
38679,2015,SC,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,1,1,2.5,2.5
38680,2015,SC,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,2,2,39.6,39.8
38682,2015,SC,Industrial Power,Coal,1,1,28,28
38683,2015,SC,Industrial Power,Natural Gas,4,2,32.5,31
38684,2015,SC,Industrial Power,Other Biomass,2,1,11,10
38685,2015,SC,Industrial Power,Wood and Wood Derived Fuels,10,5,374.2,340.9
38687,2015,SC,Total Electric Power Industry,Coal,16,8,5892.70,5547.00
38688,2015,SC,Total Electric Power Industry,Hydroelectric,117,32,1364.10,1345.10
38689,2015,SC,Total Electric Power Industry,Natural Gas,71,20,6682.20,5562.80
38690,2015,SC,Total Electric Power Industry,Nuclear,7,4,6875.10,6556.20
38691,2015,SC,Total Electric Power Industry,Other Biomass,22,10,49.7,46.1
38692,2015,SC,Total Electric Power Industry,Petroleum,42,16,704.2,525.4
38693,2015,SC,Total Electric Power Industry,Pumped Storage,16,3,2581.20,2716.00
38694,2015,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,2.5,2.5
38695,2015,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,13,8,434.6,396.7
38697,2015,SD,Commercial Power,Petroleum,1,1,1.7,1.7
38699,2015,SD,Electric Generators Electric Utilities,Coal,1,1,456,475
38700,2015,SD,Electric Generators Electric Utilities,Hydroelectric,25,4,1602.10,1598.00
38701,2015,SD,Electric Generators Electric Utilities,Natural Gas,17,8,1207.00,993.3
38702,2015,SD,Electric Generators Electric Utilities,Petroleum,20,11,286.2,218.8
38703,2015,SD,Electric Generators Electric Utilities,Wind,6,3,244.6,244.6
38705,2015,SD,Electric Generators Independent Power Producers,Petroleum,3,1,4.5,1.5
38706,2015,SD,Electric Generators Independent Power Producers,Wind,8,8,593.2,593.2
38708,2015,SD,Total Electric Power Industry,Coal,1,1,456,475
38709,2015,SD,Total Electric Power Industry,Hydroelectric,25,4,1602.10,1598.00
38710,2015,SD,Total Electric Power Industry,Natural Gas,17,8,1207.00,993.3
38711,2015,SD,Total Electric Power Industry,Petroleum,24,13,292.4,222
38712,2015,SD,Total Electric Power Industry,Wind,14,11,837.8,837.8
38714,2015,TN,Commercial Power,Natural Gas,6,4,32.1,27.6
38715,2015,TN,Commercial Power,Petroleum,5,1,10,10
38716,2015,TN,Commercial Power,Solar Thermal and Photovoltaic,2,1,2.1,1.5
38718,2015,TN,Electric Generators Electric Utilities,Coal,23,6,7995.20,6883.00
38719,2015,TN,Electric Generators Electric Utilities,Hydroelectric,84,28,2499.40,2618.60
38720,2015,TN,Electric Generators Electric Utilities,Natural Gas,74,7,6359.90,5152.60
38721,2015,TN,Electric Generators Electric Utilities,Nuclear,3,2,3710.90,3400.70
38722,2015,TN,Electric Generators Electric Utilities,Other Biomass,1,1,2,1.8
38723,2015,TN,Electric Generators Electric Utilities,Petroleum,22,2,44,39.6
38724,2015,TN,Electric Generators Electric Utilities,Pumped Storage,4,1,1713.60,1616.30
38725,2015,TN,Electric Generators Electric Utilities,Wind,3,1,1.8,2.1
38727,2015,TN,Electric Generators Independent Power Producers,Natural Gas,1,1,3.2,3.2
38728,2015,TN,Electric Generators Independent Power Producers,Other Biomass,10,3,12.6,12.4
38729,2015,TN,Electric Generators Independent Power Producers,Petroleum,2,1,3.6,3.6
38730,2015,TN,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,4,4,45.4,43.7
38731,2015,TN,Electric Generators Independent Power Producers,Wind,1,1,27,27
38733,2015,TN,Industrial Power,Coal,19,1,194.3,194.3
38734,2015,TN,Industrial Power,Wood and Wood Derived Fuels,6,3,185.7,182
38736,2015,TN,Total Electric Power Industry,Coal,42,7,8189.50,7077.30
38737,2015,TN,Total Electric Power Industry,Hydroelectric,84,28,2499.40,2618.60
38738,2015,TN,Total Electric Power Industry,Natural Gas,81,12,6395.20,5183.40
38739,2015,TN,Total Electric Power Industry,Nuclear,3,2,3710.90,3400.70
38740,2015,TN,Total Electric Power Industry,Other Biomass,11,4,14.6,14.2
38741,2015,TN,Total Electric Power Industry,Petroleum,29,4,57.6,53.2
38742,2015,TN,Total Electric Power Industry,Pumped Storage,4,1,1713.60,1616.30
38743,2015,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,6,5,47.5,45.2
38744,2015,TN,Total Electric Power Industry,Wind,4,2,28.8,29.1
38745,2015,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,6,3,185.7,182
38747,2015,TX,Combined Heat and Power Electric Power,Natural Gas,66,17,9442.40,8108.00
38748,2015,TX,Combined Heat and Power Electric Power,Other,2,2,20.4,19
38750,2015,TX,Commercial Power,Natural Gas,22,10,289.7,274.5
38751,2015,TX,Commercial Power,Other Biomass,2,1,10.6,8.4
38752,2015,TX,Commercial Power,Petroleum,6,1,10.8,10.8
38753,2015,TX,Commercial Power,Solar Thermal and Photovoltaic,1,1,1.4,1.3
38754,2015,TX,Commercial Power,Wind,1,1,11.5,11.5
38756,2015,TX,Electric Generators Electric Utilities,Coal,19,10,10260.30,9704.00
38757,2015,TX,Electric Generators Electric Utilities,Hydroelectric,43,22,697.7,662.7
38758,2015,TX,Electric Generators Electric Utilities,Natural Gas,194,44,20726.60,18948.60
38759,2015,TX,Electric Generators Electric Utilities,Petroleum,18,4,20.8,17
38760,2015,TX,Electric Generators Electric Utilities,Wind,2,2,79.5,79.5
38761,2015,TX,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,1,1,49.9,46.5
38763,2015,TX,Electric Generators Independent Power Producers,Coal,22,11,15160.10,14412.50
38764,2015,TX,Electric Generators Independent Power Producers,Hydroelectric,3,1,9.6,6
38765,2015,TX,Electric Generators Independent Power Producers,Natural Gas,204,49,38442.40,34400.10
38766,2015,TX,Electric Generators Independent Power Producers,Nuclear,4,2,5138.60,4960.00
38767,2015,TX,Electric Generators Independent Power Producers,Other,2,2,40,40
38768,2015,TX,Electric Generators Independent Power Producers,Other Biomass,68,18,101.6,100.6
38769,2015,TX,Electric Generators Independent Power Producers,Petroleum,7,2,14,14
38770,2015,TX,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,15,14,317.4,316.6
38771,2015,TX,Electric Generators Independent Power Producers,Wind,139,127,17573.00,17566.90
38772,2015,TX,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,2,2,158,150
38774,2015,TX,Industrial Power,Natural Gas,151,40,7639.60,6560.80
38775,2015,TX,Industrial Power,Other,13,7,247.8,217.3
38776,2015,TX,Industrial Power,Other Biomass,4,1,23.5,17.5
38777,2015,TX,Industrial Power,Other Gases,8,6,277.1,252.4
38778,2015,TX,Industrial Power,Petroleum,9,5,76.9,71.2
38779,2015,TX,Industrial Power,Wood and Wood Derived Fuels,7,4,175.7,166.3
38781,2015,TX,Total Electric Power Industry,Coal,41,21,25420.40,24116.50
38782,2015,TX,Total Electric Power Industry,Hydroelectric,46,23,707.3,668.7
38783,2015,TX,Total Electric Power Industry,Natural Gas,637,160,76540.70,68292.00
38784,2015,TX,Total Electric Power Industry,Nuclear,4,2,5138.60,4960.00
38785,2015,TX,Total Electric Power Industry,Other,17,11,308.2,276.3
38786,2015,TX,Total Electric Power Industry,Other Biomass,74,20,135.7,126.5
38787,2015,TX,Total Electric Power Industry,Other Gases,8,6,277.1,252.4
38788,2015,TX,Total Electric Power Industry,Petroleum,40,12,122.5,113
38789,2015,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,16,15,318.8,317.9
38790,2015,TX,Total Electric Power Industry,Wind,142,130,17664.00,17657.90
38791,2015,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,10,7,383.6,362.8
38793,2015,US,Combined Heat and Power Electric Power,Coal,38,27,4394.30,3843.60
38794,2015,US,Combined Heat and Power Electric Power,Natural Gas,384,143,30866.50,27284.10
38795,2015,US,Combined Heat and Power Electric Power,Other,4,3,155.4,126
38796,2015,US,Combined Heat and Power Electric Power,Other Biomass,85,41,482.1,402.3
38797,2015,US,Combined Heat and Power Electric Power,Other Gases,3,3,384,350
38798,2015,US,Combined Heat and Power Electric Power,Petroleum,14,8,405,307.2
38799,2015,US,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,21,17,629.6,568.2
38801,2015,US,Commercial Power,Coal,29,12,244.7,226.6
38802,2015,US,Commercial Power,Hydroelectric,24,10,22.4,21.4
38803,2015,US,Commercial Power,Natural Gas,419,176,2130.90,1932.50
38804,2015,US,Commercial Power,Other,4,3,10.6,6.7
38805,2015,US,Commercial Power,Other Biomass,184,77,849.2,723.8
38806,2015,US,Commercial Power,Petroleum,275,94,504.7,466.1
38807,2015,US,Commercial Power,Pumped Storage,3,1,5.4,5.4
38808,2015,US,Commercial Power,Solar Thermal and Photovoltaic,122,91,286.5,282.1
38809,2015,US,Commercial Power,Wind,29,18,58.2,55.3
38810,2015,US,Commercial Power,Wood and Wood Derived Fuels,8,4,82,65.3
38812,2015,US,Electric Generators Electric Utilities,Coal,602,256,221282.50,202922.40
38813,2015,US,Electric Generators Electric Utilities,Geothermal,7,4,268.5,165.9
38814,2015,US,Electric Generators Electric Utilities,Hydroelectric,2608,890,72929.50,73713.00
38815,2015,US,Electric Generators Electric Utilities,Natural Gas,2897,816,258043.20,223215.60
38816,2015,US,Electric Generators Electric Utilities,Nuclear,53,32,55177.80,52457.20
38817,2015,US,Electric Generators Electric Utilities,Other,17,15,103.1,87.5
38818,2015,US,Electric Generators Electric Utilities,Other Biomass,163,48,499.1,440.8
38819,2015,US,Electric Generators Electric Utilities,Other Gases,4,1,13.2,12
38820,2015,US,Electric Generators Electric Utilities,Petroleum,2601,782,25536.60,22269.70
38821,2015,US,Electric Generators Electric Utilities,Pumped Storage,133,35,18455.30,19211.30
38822,2015,US,Electric Generators Electric Utilities,Solar Thermal and Photovoltaic,252,132,844.9,842.9
38823,2015,US,Electric Generators Electric Utilities,Wind,205,122,11298.80,10580.90
38824,2015,US,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,20,14,748,623.8
38826,2015,US,Electric Generators Independent Power Producers,Coal,159,80,76202.10,70217.80
38827,2015,US,Electric Generators Independent Power Producers,Geothermal,190,62,3543.30,2375.60
38828,2015,US,Electric Generators Independent Power Producers,Hydroelectric,1195,497,5706.80,5650.50
38829,2015,US,Electric Generators Independent Power Producers,Natural Gas,1452,397,195918.50,172519.20
38830,2015,US,Electric Generators Independent Power Producers,Nuclear,46,30,48682.60,46214.80
38831,2015,US,Electric Generators Independent Power Producers,Other,28,21,376.9,354.3
38832,2015,US,Electric Generators Independent Power Producers,Other Biomass,1474,343,3800.80,3334.20
38833,2015,US,Electric Generators Independent Power Producers,Petroleum,485,143,15133.60,13102.90
38834,2015,US,Electric Generators Independent Power Producers,Pumped Storage,20,5,3112.00,3358.40
38835,2015,US,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,1269,1067,12611.30,12526.10
38836,2015,US,Electric Generators Independent Power Producers,Wind,847,778,62004.40,61905.40
38837,2015,US,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,70,64,2120.30,1873.30
38839,2015,US,Industrial Power,Coal,140,52,2666.20,2509.50
38840,2015,US,Industrial Power,Hydroelectric,193,43,298.2,279.3
38841,2015,US,Industrial Power,Natural Gas,622,247,16977.80,14474.00
38842,2015,US,Industrial Power,Other,64,41,1394.20,1221.10
38843,2015,US,Industrial Power,Other Biomass,53,25,249.4,223.4
38844,2015,US,Industrial Power,Other Gases,93,41,2426.80,2138.40
38845,2015,US,Industrial Power,Petroleum,175,55,741.4,684.4
38846,2015,US,Industrial Power,Solar Thermal and Photovoltaic,9,9,15.6,12.2
38847,2015,US,Industrial Power,Wind,17,11,31.8,31.8
38848,2015,US,Industrial Power,Wood and Wood Derived Fuels,259,130,6639.20,5838.30
